,Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width,imgpaths,class
25821,1871,778.22,2519.65,0.3,48663.65,56577.5,16331.21,0.2752,3,1,1101,535,0.0,0.45,0.51,2.21,243.28,0.93,2020-11-12,31.48,76.54,56.99,629.36,4.74,-85.0,-5.0,0.08,0.93,0.0,0.21,111.72,23.55,campanian_12nov_1_fc80_20x_000024.tif,392,150,1079,244,98.79,103.9,1,270.54,3.4,22.73,13825,0.0,45,0.0,3929.65,1096519.0,0.58,10:32:09,2020-11-12T09:32:09.973,0.59,16331.21,234826.4,35.01,train/camp_12nov_1_fc80_20x_1871.png,0
25842,1892,214.32,231.11,0.44,2004.95,1720.64,2360.17,0.2752,3,1,907,231,0.25,0.6,0.72,1.66,67.25,0.96,2020-11-12,16.52,20.55,59.69,634.03,2.88,85.0,-5.0,0.0,1.0,0.0,0.35,27.65,9.61,campanian_12nov_1_fc80_20x_000024.tif,115,60,975,638,84.89,27.74,1,74.52,1.72,19.78,13928,1612.4,1,0.0,507.72,277601.0,0.75,10:32:14,2020-11-12T09:32:14.651,0.2,2360.171,4543.782,12.29,train/camp_12nov_1_fc80_20x_1892.png,0
25847,1897,167.52,231.67,0.47,1741.9,1899.23,1631.09,0.2752,3,1,312,15,0.25,0.52,0.73,1.94,67.21,0.96,2020-11-12,14.6,20.53,55.99,634.58,3.84,85.0,0.0,0.19,0.84,0.0,0.26,31.97,8.33,campanian_12nov_1_fc80_20x_000024.tif,111,56,0,812,82.83,26.76,1,80.6,1.93,32.01,13940,0.0,1,0.0,12001.96,215612.0,0.53,10:32:15,2020-11-12T09:32:15.200,0.29,1631.09,4534.01,11.42,train/camp_12nov_1_fc80_20x_1897.png,0
25851,1901,440.53,504.99,0.41,2297.18,7529.98,6955.58,0.2752,3,1,1209,50,0.0,0.14,0.56,7.03,107.1,0.84,2020-11-12,23.68,33.22,34.17,634.67,20.04,-85.0,0.0,1.43,0.41,0.0,0.05,105.51,5.27,campanian_12nov_1_fc80_20x_000025.tif,171,71,0,0,91.73,43.33,1,221.55,3.27,20.37,13942,0.0,27,0.0,1452.41,590863.0,0.38,10:32:15,2020-11-12T09:32:15.287,0.29,6955.576,19203.31,16.92,train/camp_12nov_1_fc80_20x_1901.png,0
25855,1905,236.4,272.61,0.51,2574.26,2582.6,2734.31,0.2752,3,1,1193,702,0.3,0.61,0.76,1.63,70.97,0.93,2020-11-12,17.35,21.73,59.07,636.72,2.77,-75.0,20.0,0.08,0.92,0.0,0.36,29.33,10.57,campanian_12nov_1_fc80_20x_000025.tif,109,75,239,0,75.15,27.08,1,79.8,1.76,29.7,13987,224.86,3,0.0,1816.42,269273.0,0.52,10:32:17,2020-11-12T09:32:17.332,0.2,2734.315,5373.526,14.86,train/camp_12nov_1_fc80_20x_1905.png,0
25863,1913,155.88,221.51,0.61,1212.0,2295.64,1464.04,0.2752,3,1,612,584,0.23,0.34,0.79,2.91,66.47,0.91,2020-11-12,14.09,20.3,47.92,639.71,6.99,40.0,-65.0,0.65,0.6,0.0,0.14,42.26,6.04,campanian_12nov_1_fc80_20x_000025.tif,78,97,653,0,116.81,25.54,1,96.61,2.72,27.68,14053,928.72,3,0.0,1064.93,284551.0,0.36,10:32:20,2020-11-12T09:32:20.334,0.31,1464.041,4380.228,13.35,train/camp_12nov_1_fc80_20x_1913.png,0
25873,1923,121.11,163.62,0.44,976.55,1166.78,1002.63,0.2752,3,1,459,461,0.15,0.46,0.66,2.18,61.77,0.9,2020-11-12,12.42,18.8,42.39,643.35,4.64,-55.0,40.0,0.16,0.86,0.0,0.22,29.93,6.45,campanian_12nov_1_fc80_20x_000025.tif,93,76,1131,0,96.92,25.82,1,72.74,2.34,20.57,14133,1961.24,2,0.0,30.14,187443.0,0.47,10:32:23,2020-11-12T09:32:23.970,0.34,1002.625,3481.759,10.87,train/camp_12nov_1_fc80_20x_1923.png,0
25879,1929,83.62,125.45,0.73,898.42,940.39,575.18,0.2752,3,1,200,894,0.64,0.63,0.92,1.6,47.57,0.93,2020-11-12,10.32,14.29,47.29,644.89,2.64,-65.0,50.0,0.19,0.84,0.0,0.38,20.0,7.56,campanian_12nov_1_fc80_20x_000025.tif,66,66,128,173,101.87,16.76,1,55.12,2.36,27.09,14167,0.0,7,0.0,1175.93,141093.0,0.64,10:32:25,2020-11-12T09:32:25.514,0.28,575.1812,1527.53,11.27,train/camp_12nov_1_fc80_20x_1929.png,0
25883,1933,388.29,502.24,0.42,2835.11,7211.69,5755.76,0.2752,3,1,1138,818,0.14,0.21,0.59,4.78,109.23,0.7,2020-11-12,22.23,33.9,38.03,646.17,12.95,-55.0,30.0,0.97,0.51,0.0,0.08,84.61,6.53,campanian_12nov_1_fc80_20x_000025.tif,142,111,325,173,98.19,42.91,1,182.28,3.13,31.1,14195,0.0,17,0.0,2061.14,561073.0,0.12,10:32:26,2020-11-12T09:32:26.788,0.34,5755.757,20404.82,23.55,train/camp_12nov_1_fc80_20x_1933.png,0
25889,1939,196.45,197.5,0.38,690.47,3187.54,2071.25,0.2752,3,1,1222,111,0.0,0.18,0.37,5.64,87.04,0.64,2020-11-12,15.82,26.84,57.3,651.3,15.65,90.0,0.0,0.66,0.6,0.0,0.06,59.94,3.83,campanian_12nov_1_fc80_20x_000025.tif,146,58,659,173,75.31,36.19,1,127.54,1.5,41.35,14308,0.0,7,0.0,407.53,227143.0,0.04,10:32:31,2020-11-12T09:32:31.927,0.41,2071.251,10127.7,13.35,train/camp_12nov_1_fc80_20x_1939.png,0
25890,1940,257.29,269.42,0.4,373.6,21132.88,3104.5,0.2752,3,1,645,219,0.0,0.02,0.16,41.2,134.3,0.29,2020-11-12,18.1,41.88,42.48,651.3,127.44,90.0,0.0,2.45,0.29,0.0,0.01,197.69,1.55,campanian_12nov_1_fc80_20x_000025.tif,223,100,719,173,118.17,57.38,1,398.47,3.19,25.99,14308,0.0,25,0.0,12604.74,458252.0,0.3,10:32:31,2020-11-12T09:32:31.927,0.57,3104.504,38450.11,23.53,train/camp_12nov_1_fc80_20x_1940.png,0
25891,1941,2307.41,4875.1,0.6,157466.77,215933.42,83377.99,0.2752,3,1,1001,336,0.34,0.57,0.84,1.74,284.74,0.94,2020-11-12,54.2,89.73,63.57,651.35,3.17,65.0,5.0,0.17,0.85,0.0,0.32,126.17,39.86,campanian_12nov_1_fc80_20x_000025.tif,377,259,821,173,97.13,107.65,1,332.07,6.08,29.23,14309,236422.19,3,0.0,2515.9,3096091.0,0.61,10:32:31,2020-11-12T09:32:31.968,0.4,83377.99,378339.2,65.88,train/camp_12nov_1_fc80_20x_1941.png,0
25894,1944,591.14,678.67,0.27,4217.65,7759.02,10811.95,0.2752,3,1,1214,280,0.0,0.2,0.46,5.08,138.5,0.84,2020-11-12,27.43,43.21,31.18,651.59,13.88,90.0,0.0,0.75,0.57,0.0,0.07,101.16,7.29,campanian_12nov_1_fc80_20x_000025.tif,225,66,0,552,105.81,57.93,1,216.9,2.67,43.31,14314,0.0,18,0.0,1295.41,902105.0,0.52,10:32:32,2020-11-12T09:32:32.195,0.37,10811.95,42255.78,15.55,train/camp_12nov_1_fc80_20x_1944.png,0
25912,1962,207.7,213.61,0.66,394.49,10657.4,2251.68,0.2752,3,1,1187,835,0.0,0.05,0.31,19.63,98.3,0.44,2020-11-12,16.26,30.42,58.94,658.31,59.66,55.0,0.0,2.11,0.32,0.0,0.02,121.36,2.03,campanian_12nov_1_fc80_20x_000025.tif,125,93,904,552,90.95,38.96,1,246.79,2.69,22.61,14462,0.0,14,0.0,727.03,288862.0,0.25,10:32:38,2020-11-12T09:32:38.924,0.47,2251.681,14745.17,22.98,train/camp_12nov_1_fc80_20x_1962.png,0
25919,1969,317.03,540.03,0.24,4564.33,4573.63,4246.35,0.2752,3,1,1016,182,0.0,0.38,0.43,2.65,121.93,0.93,2020-11-12,20.09,37.94,56.14,659.71,6.15,40.0,-50.0,0.12,0.89,0.0,0.16,60.36,9.81,campanian_12nov_1_fc80_20x_000025.tif,147,175,0,779,101.0,53.72,1,140.34,2.58,27.23,14493,233.35,9,0.0,1159.74,476502.0,0.62,10:32:40,2020-11-12T09:32:40.333,0.47,4246.347,28600.84,13.69,train/camp_12nov_1_fc80_20x_1969.png,0
25948,1998,217.42,223.41,0.67,917.49,3790.04,2411.58,0.2752,3,1,764,344,0.0,0.22,0.62,4.64,76.52,0.67,2020-11-12,16.64,23.5,42.39,669.26,12.5,-15.0,75.0,0.92,0.52,0.0,0.08,56.73,4.54,campanian_12nov_1_fc80_20x_000026.tif,88,118,367,0,103.25,29.62,1,122.53,1.84,26.36,14703,0.0,8,0.0,2301.08,342174.0,0.26,10:32:49,2020-11-12T09:32:49.877,0.29,2411.576,6791.425,18.44,train/camp_12nov_1_fc80_20x_1998.png,0
25959,2009,2107.0,2621.73,0.49,45650.92,74499.48,72754.83,0.2752,3,1,1005,213,0.14,0.38,0.76,2.62,219.63,0.95,2020-11-12,51.79,69.02,29.17,672.99,6.06,40.0,-75.0,0.46,0.68,0.0,0.17,128.72,21.25,campanian_12nov_1_fc80_20x_000026.tif,217,275,929,0,92.79,87.96,1,299.95,4.09,26.52,14785,0.0,42,0.0,1559.0,2706511.0,0.64,10:32:53,2020-11-12T09:32:53.605,0.25,72754.83,172165.3,39.7,train/camp_12nov_1_fc80_20x_2009.png,0
25960,2010,1625.84,1810.44,0.32,25348.75,33805.25,49315.13,0.2752,3,1,1011,287,0.0,0.36,0.56,2.8,210.64,0.89,2020-11-12,45.5,66.16,48.27,673.17,6.64,-50.0,35.0,0.17,0.85,0.0,0.15,112.45,16.94,campanian_12nov_1_fc80_20x_000026.tif,277,250,0,219,87.84,96.12,1,258.77,2.69,20.89,14789,0.0,55,0.0,1139.86,1989691.0,0.74,10:32:53,2020-11-12T09:32:53.790,0.31,49315.13,151649.6,34.43,train/camp_12nov_1_fc80_20x_2010.png,0
25966,2016,501.66,3272.07,0.74,107110.52,127253.26,8452.48,0.2752,3,1,5,152,0.57,0.69,0.92,1.46,228.06,0.96,2020-11-12,25.27,71.7,45.1,675.39,2.11,-45.0,30.0,0.06,0.94,0.0,0.47,84.71,40.12,campanian_12nov_1_fc80_20x_000026.tif,280,281,451,219,89.45,79.99,1,249.66,2.47,21.01,14838,0.0,38,0.0,3484.27,651998.0,0.75,10:32:56,2020-11-12T09:32:56.014,0.65,8452.479,193028.1,53.72,train/camp_12nov_1_fc80_20x_2016.png,0
25996,2046,310.75,317.46,0.74,824.4,25931.64,4120.88,0.2752,3,1,465,311,0.18,0.07,0.27,13.87,121.97,0.37,2020-11-12,19.89,37.96,37.59,683.63,41.56,5.0,-65.0,1.71,0.37,0.0,0.02,121.94,2.93,campanian_12nov_1_fc80_20x_000026.tif,144,177,973,501,115.34,45.0,1,249.76,2.16,29.66,15019,0.0,14,0.0,22266.08,534002.0,0.44,10:33:04,2020-11-12T09:33:04.240,0.48,4120.882,28630.16,31.66,train/camp_12nov_1_fc80_20x_2046.png,0
26000,2050,103.89,105.12,0.37,135.65,3509.4,796.52,0.2752,3,1,1124,792,0.0,0.04,0.19,23.45,77.9,0.39,2020-11-12,11.5,23.94,61.04,683.89,71.67,80.0,-20.0,1.92,0.34,0.0,0.01,96.09,1.34,campanian_12nov_1_fc80_20x_000026.tif,133,72,40,679,93.72,32.96,1,194.85,2.53,14.12,15025,4647.19,0,0.0,0.0,157733.0,0.54,10:33:04,2020-11-12T09:33:04.514,0.52,796.5152,7179.792,11.15,train/camp_12nov_1_fc80_20x_2050.png,0
26004,2054,95.02,99.38,0.41,154.17,2639.53,696.72,0.2752,3,1,1133,840,0.0,0.06,0.24,15.82,74.4,0.4,2020-11-12,11.0,22.82,57.71,684.35,47.67,80.0,-20.0,1.48,0.4,0.0,0.02,76.4,1.6,campanian_12nov_1_fc80_20x_000026.tif,120,74,271,679,92.07,30.84,1,156.01,2.27,14.01,15035,0.0,9,0.0,395.69,142983.0,0.09,10:33:04,2020-11-12T09:33:04.969,0.52,696.7202,6225.023,10.65,train/camp_12nov_1_fc80_20x_2054.png,0
26006,2056,405.59,956.37,0.6,10338.01,19152.26,6144.65,0.2752,3,1,667,466,0.22,0.37,0.82,2.67,136.01,0.92,2020-11-12,22.72,42.42,45.84,684.53,6.22,70.0,0.0,0.43,0.7,0.0,0.16,79.89,12.84,campanian_12nov_1_fc80_20x_000026.tif,202,127,384,679,117.2,55.77,1,185.45,3.27,28.71,15039,12785.95,4,0.0,3606.67,697935.0,0.66,10:33:05,2020-11-12T09:33:05.153,0.46,6144.654,39971.15,30.96,train/camp_12nov_1_fc80_20x_2056.png,0
26012,2062,253.18,508.89,0.54,6547.62,6573.16,3030.41,0.2752,3,1,1032,45,0.35,0.64,0.81,1.57,93.37,0.96,2020-11-12,17.95,28.86,47.02,685.98,2.52,-30.0,80.0,0.07,0.93,0.0,0.4,37.56,14.9,campanian_12nov_1_fc80_20x_000026.tif,92,133,733,679,107.47,34.98,1,104.92,3.61,25.16,15071,0.0,2,0.0,11920.92,410554.0,0.73,10:33:06,2020-11-12T09:33:06.605,0.38,3030.408,12582.73,18.92,train/camp_12nov_1_fc80_20x_2062.png,0
26014,2064,150.45,150.45,0.25,368.86,5420.26,1388.27,0.2752,3,1,526,458,0.0,0.11,0.12,8.87,105.65,0.34,2020-11-12,13.84,32.76,39.52,686.81,25.82,-80.0,0.0,0.48,0.68,0.0,0.04,67.91,2.63,campanian_12nov_1_fc80_20x_000026.tif,180,64,905,679,91.42,45.94,1,141.07,1.33,15.36,15089,142.84,14,0.0,534.61,215568.0,0.35,10:33:07,2020-11-12T09:33:07.423,0.58,1388.266,18415.98,13.62,train/camp_12nov_1_fc80_20x_2064.png,0
26036,2086,987.31,2421.1,0.65,41291.25,80707.75,23337.07,0.2752,3,1,963,1,0.34,0.39,0.85,2.56,204.92,0.94,2020-11-12,35.46,64.34,52.35,694.35,5.86,-5.0,70.0,0.55,0.65,0.0,0.17,121.78,20.78,campanian_12nov_1_fc80_20x_000027.tif,201,298,556,0,93.67,78.56,1,285.12,3.92,28.11,15255,1.89,2,0.0,88563.12,1307917.0,0.59,10:33:14,2020-11-12T09:33:14.969,0.45,23337.07,139461.6,48.11,train/camp_12nov_1_fc80_20x_2086.png,0
26067,2117,180.67,211.5,0.33,1315.77,1351.49,1826.78,0.2752,3,1,810,295,0.0,0.42,0.56,2.36,73.25,0.92,2020-11-12,15.17,22.46,47.64,703.25,5.22,90.0,0.0,0.11,0.9,0.0,0.19,35.72,6.85,campanian_12nov_1_fc80_20x_000027.tif,131,50,903,203,108.09,32.06,1,85.14,2.1,23.66,15451,0.0,12,0.0,197.5,301670.0,0.49,10:33:23,2020-11-12T09:33:23.877,0.32,1826.781,5930.687,9.77,train/camp_12nov_1_fc80_20x_2117.png,0
26086,2136,348.68,451.26,0.42,4666.53,5059.55,4897.77,0.2752,3,1,405,553,0.11,0.54,0.66,1.85,99.45,0.89,2020-11-12,21.07,30.79,51.78,709.45,3.52,-75.0,5.0,0.01,0.99,0.0,0.28,41.92,11.9,campanian_12nov_1_fc80_20x_000027.tif,159,81,586,336,94.98,41.51,1,107.66,2.88,27.6,15587,7506.57,1,0.0,144.43,490200.0,0.61,10:33:30,2020-11-12T09:33:30.062,0.32,4897.772,15286.69,18.04,train/camp_12nov_1_fc80_20x_2136.png,0
26089,2139,700.55,716.99,0.27,2322.56,51963.65,13948.28,0.2752,3,1,735,842,0.0,0.06,0.14,17.72,230.74,0.34,2020-11-12,29.87,72.56,51.14,713.53,53.64,5.0,90.0,0.97,0.51,0.0,0.02,204.14,3.81,campanian_12nov_1_fc80_20x_000027.tif,118,390,804,336,85.19,103.76,1,415.89,1.98,33.41,15677,0.0,20,0.0,14120.69,854700.0,0.4,10:33:34,2020-11-12T09:33:34.150,0.59,13948.28,200003.8,29.86,train/camp_12nov_1_fc80_20x_2139.png,0
26092,2142,81.59,82.6,0.65,128.14,1959.55,554.39,0.2752,3,1,359,452,0.0,0.07,0.37,14.0,67.66,0.37,2020-11-12,10.19,20.68,43.09,713.75,41.96,5.0,65.0,1.63,0.38,0.0,0.02,65.98,1.57,campanian_12nov_1_fc80_20x_000027.tif,81,105,113,497,89.95,25.09,1,135.11,2.03,21.28,15682,0.0,11,0.0,999.41,121886.0,0.31,10:33:34,2020-11-12T09:33:34.377,0.51,554.3911,4630.712,15.28,train/camp_12nov_1_fc80_20x_2142.png,0
26096,2146,569.41,1194.16,0.25,15565.39,15154.65,10221.29,0.2752,3,1,188,576,0.0,0.42,0.46,2.36,175.43,0.97,2020-11-12,26.93,54.96,38.71,714.27,5.23,25.0,-65.0,0.05,0.96,0.0,0.19,81.54,15.59,campanian_12nov_1_fc80_20x_000027.tif,160,281,364,497,95.35,77.92,1,194.26,3.62,20.19,15693,24141.67,4,0.0,2250.24,784362.0,0.8,10:33:34,2020-11-12T09:33:34.877,0.51,10221.29,86927.56,19.51,train/camp_12nov_1_fc80_20x_2146.png,0
26127,2177,528.1,585.78,0.35,3470.65,7761.35,9129.44,0.2752,3,1,955,779,0.0,0.2,0.53,4.94,118.54,0.79,2020-11-12,25.93,36.86,35.92,723.17,13.43,-85.0,0.0,0.96,0.51,0.0,0.07,92.72,6.9,campanian_12nov_1_fc80_20x_000028.tif,181,87,731,0,98.79,47.42,1,199.25,2.83,26.14,15889,0.0,14,0.0,7556.67,756274.0,0.13,10:33:43,2020-11-12T09:33:43.785,0.3,9129.436,26231.29,19.95,train/camp_12nov_1_fc80_20x_2177.png,0
26146,2196,2847.3,3215.6,0.37,62541.1,87723.81,114291.57,0.2752,3,1,1132,140,0.0,0.39,0.63,2.56,254.0,0.96,2020-11-12,60.21,79.96,42.25,733.99,5.88,85.0,0.0,0.3,0.77,0.0,0.17,140.2,23.83,campanian_12nov_1_fc80_20x_000028.tif,406,148,336,388,76.66,108.12,1,328.07,3.23,24.09,16127,0.0,62,0.0,7537.74,3001836.0,0.72,10:33:54,2020-11-12T09:33:54.604,0.25,114291.6,267644.1,38.12,train/camp_12nov_1_fc80_20x_2196.png,0
26159,2209,156.79,181.37,0.69,2370.41,1532.69,1476.81,0.2752,3,1,919,496,0.64,0.8,0.92,1.25,54.27,1.0,2020-11-12,14.13,16.42,53.46,735.58,1.0,-60.0,55.0,0.0,1.39,0.0,1.0,14.45,14.45,campanian_12nov_1_fc80_20x_000028.tif,79,70,1056,388,105.64,20.1,1,57.81,2.18,23.36,16162,0.0,1,0.0,4358.69,258722.0,0.85,10:33:56,2020-11-12T09:33:56.194,0.14,1476.81,2317.74,12.9,train/camp_12nov_1_fc80_20x_2209.png,0
26169,2219,739.69,1147.85,0.61,18318.31,25732.11,15133.54,0.2752,3,1,1087,126,0.33,0.55,0.81,1.8,147.07,0.93,2020-11-12,30.69,45.94,60.59,738.99,3.37,-30.0,70.0,0.1,0.91,0.0,0.3,64.17,19.06,campanian_12nov_1_fc80_20x_000029.tif,141,193,137,0,96.59,58.36,1,166.48,5.88,14.83,16237,111.78,24,0.0,626.64,1021071.0,0.65,10:33:59,2020-11-12T09:33:59.603,0.33,15133.54,50767.71,33.81,train/camp_12nov_1_fc80_20x_2219.png,0
26181,2231,927.34,1458.96,0.42,23920.25,30109.47,21243.26,0.2752,3,1,1095,75,0.0,0.51,0.66,1.98,170.69,0.94,2020-11-12,34.36,53.45,70.68,746.43,3.97,85.0,-15.0,0.11,0.9,0.0,0.25,78.28,19.73,campanian_12nov_1_fc80_20x_000029.tif,270,135,944,0,92.83,70.67,1,196.0,4.44,24.91,16401,35746.01,3,0.0,1056.3,1220073.0,0.51,10:34:07,2020-11-12T09:34:07.058,0.36,21243.26,79973.08,32.82,train/camp_12nov_1_fc80_20x_2231.png,0
26182,2232,393.46,1335.65,0.48,22910.33,26460.57,5871.01,0.2752,3,1,179,414,0.22,0.56,0.75,1.8,155.02,0.97,2020-11-12,22.38,48.47,57.17,746.76,3.34,65.0,-20.0,0.09,0.92,0.0,0.3,68.84,20.58,campanian_12nov_1_fc80_20x_000029.tif,223,135,1081,0,84.08,63.29,1,178.85,2.34,29.5,16408,0.0,14,0.0,3985.59,486477.0,0.73,10:34:07,2020-11-12T09:34:07.375,0.54,5871.007,59614.65,29.63,train/camp_12nov_1_fc80_20x_2232.png,0
26227,2277,2314.74,2967.69,0.33,51572.7,74409.19,83775.63,0.2752,3,1,357,338,0.0,0.35,0.57,2.86,252.18,0.88,2020-11-12,54.29,79.38,50.62,762.99,6.83,85.0,0.0,0.35,0.74,0.0,0.15,145.26,21.26,campanian_12nov_1_fc80_20x_000030.tif,404,163,0,0,69.06,107.64,1,333.05,3.58,35.43,16765,0.0,29,0.0,42707.39,2208053.0,0.29,10:34:23,2020-11-12T09:34:23.603,0.32,83775.63,261852.7,40.87,train/camp_12nov_1_fc80_20x_2277.png,0
26229,2279,136.44,145.87,0.62,721.57,1252.3,1198.89,0.2752,3,1,639,662,0.33,0.38,0.79,2.66,53.61,0.85,2020-11-12,13.18,16.21,59.26,763.94,6.2,-80.0,25.0,0.73,0.58,0.0,0.16,32.8,5.29,campanian_12nov_1_fc80_20x_000030.tif,82,67,206,0,81.32,18.95,1,76.18,1.73,28.47,16786,987.39,1,0.0,107.81,175319.0,0.36,10:34:24,2020-11-12T09:34:24.558,0.19,1198.893,2230.231,12.62,train/camp_12nov_1_fc80_20x_2279.png,0
26233,2283,346.17,376.17,0.49,2040.41,6191.59,4845.12,0.2752,3,1,79,820,0.01,0.24,0.58,4.16,105.69,0.69,2020-11-12,20.99,32.78,41.46,765.98,10.97,-60.0,15.0,0.64,0.61,0.0,0.09,67.88,6.19,campanian_12nov_1_fc80_20x_000030.tif,140,101,402,0,87.46,41.43,1,148.14,2.02,34.79,16831,0.0,12,0.0,2962.81,448343.0,0.38,10:34:26,2020-11-12T09:34:26.603,0.36,4845.121,18438.94,23.09,train/camp_12nov_1_fc80_20x_2283.png,0
26237,2287,705.71,921.42,0.51,12293.92,16129.35,14102.77,0.2752,3,1,881,796,0.23,0.51,0.77,1.97,130.14,0.91,2020-11-12,29.98,40.56,46.17,767.17,3.95,-30.0,65.0,0.19,0.84,0.0,0.25,62.52,15.82,campanian_12nov_1_fc80_20x_000030.tif,138,181,624,0,83.19,52.36,1,156.68,2.92,33.11,16857,0.0,12,0.0,3706.01,840582.0,0.61,10:34:27,2020-11-12T09:34:27.785,0.26,14102.77,34924.76,27.53,train/camp_12nov_1_fc80_20x_2287.png,0
26242,2292,333.81,335.95,0.55,631.38,39656.62,4587.84,0.2752,3,1,65,716,0.31,0.04,0.17,27.11,135.65,0.3,2020-11-12,20.62,42.31,61.96,768.71,83.17,75.0,10.0,2.44,0.29,0.0,0.01,177.16,2.13,campanian_12nov_1_fc80_20x_000030.tif,196,130,1066,0,79.4,51.56,1,358.59,2.68,21.57,16891,0.0,30,0.0,1603.89,393292.0,0.7,10:34:29,2020-11-12T09:34:29.329,0.51,4587.836,39650.49,29.76,train/camp_12nov_1_fc80_20x_2292.png,0
26251,2301,371.23,415.29,0.18,2686.25,2699.79,5380.54,0.2752,3,1,307,536,0.0,0.3,0.33,3.34,118.18,0.82,2020-11-12,21.74,36.75,59.33,770.89,8.39,55.0,-35.0,0.18,0.85,0.0,0.12,62.2,7.42,campanian_12nov_1_fc80_20x_000030.tif,178,137,388,406,79.82,52.83,1,139.23,1.9,20.43,16939,0.0,3,0.0,7577.73,437111.0,0.51,10:34:31,2020-11-12T09:34:31.512,0.41,5380.544,25985.1,11.98,train/camp_12nov_1_fc80_20x_2301.png,0
26253,2303,622.76,680.92,0.55,4372.28,23682.71,11690.71,0.2752,3,1,796,101,0.0,0.21,0.48,4.81,135.63,0.6,2020-11-12,28.16,42.3,47.88,771.35,13.04,70.0,10.0,0.93,0.52,0.0,0.08,98.21,7.53,campanian_12nov_1_fc80_20x_000030.tif,194,142,567,406,83.98,50.9,1,211.47,2.42,23.85,16949,0.0,18,0.0,1810.59,752596.0,0.48,10:34:31,2020-11-12T09:34:31.966,0.33,11690.71,39627.94,33.35,train/camp_12nov_1_fc80_20x_2303.png,0
26259,2309,158.81,183.61,0.72,481.37,3973.09,1505.44,0.2752,3,1,479,861,0.0,0.11,0.53,9.02,79.84,0.57,2020-11-12,14.22,24.55,61.18,774.44,26.29,-50.0,35.0,1.49,0.4,0.0,0.04,75.11,2.86,campanian_12nov_1_fc80_20x_000030.tif,99,92,1087,406,92.43,30.11,1,155.93,2.59,26.61,17017,0.0,9,0.0,12497.78,229050.0,0.2,10:34:35,2020-11-12T09:34:35.057,0.42,1505.44,7750.987,19.35,train/camp_12nov_1_fc80_20x_2309.png,0
26265,2315,291.52,541.05,0.45,7160.9,6303.49,3744.31,0.2752,3,1,550,424,0.22,0.64,0.73,1.56,98.98,0.99,2020-11-12,19.27,30.64,39.27,777.26,2.51,20.0,-70.0,0.0,1.04,0.0,0.4,38.61,15.37,campanian_12nov_1_fc80_20x_000030.tif,94,153,135,682,92.14,40.28,1,107.95,2.21,21.98,17079,5548.44,3,0.0,1325.28,401716.0,0.83,10:34:37,2020-11-12T09:34:37.874,0.37,3744.314,15064.07,17.05,train/camp_12nov_1_fc80_20x_2315.png,0
26267,2317,412.85,884.15,0.87,17592.12,19553.44,6310.27,0.2752,3,1,437,613,0.67,0.73,0.95,1.37,117.3,0.94,2020-11-12,22.93,36.47,32.4,777.52,1.71,-75.0,55.0,0.03,0.97,0.0,0.58,40.35,23.56,campanian_12nov_1_fc80_20x_000030.tif,153,142,327,682,97.29,39.15,1,127.81,2.79,23.41,17085,376.42,4,0.0,13647.95,589184.0,0.68,10:34:38,2020-11-12T09:34:38.146,0.37,6310.271,25394.56,34.3,train/camp_12nov_1_fc80_20x_2317.png,0
26282,2332,784.05,1472.51,0.36,21520.56,26935.96,16515.07,0.2752,3,1,21,767,0.0,0.43,0.6,2.3,182.01,0.93,2020-11-12,31.6,57.05,62.77,782.49,5.04,35.0,-40.0,0.1,0.91,0.0,0.2,88.58,17.59,campanian_12nov_1_fc80_20x_000031.tif,193,251,0,0,84.21,80.47,1,212.34,3.56,25.65,17194,0.0,37,0.0,19415.44,941442.0,0.65,10:34:43,2020-11-12T09:34:43.102,0.45,16515.07,97241.56,29.03,train/camp_12nov_1_fc80_20x_2332.png,0
26287,2337,300.78,301.42,0.67,616.34,24536.26,3924.03,0.2752,3,1,1061,826,0.13,0.05,0.25,21.09,115.94,0.38,2020-11-12,19.57,36.04,53.2,784.76,64.24,30.0,-50.0,2.45,0.29,0.0,0.02,147.94,2.3,campanian_12nov_1_fc80_20x_000031.tif,134,146,485,0,88.83,42.91,1,300.49,2.6,22.02,17244,0.0,21,0.0,2319.89,398842.0,0.59,10:34:45,2020-11-12T09:34:45.374,0.46,3924.034,24507.21,29.63,train/camp_12nov_1_fc80_20x_2337.png,0
